id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
S718772,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,443,vil,2017-09-30 15:42:00,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,119933.0,718772.0,Hail,40.74447975210563,-74.3449828772198,42.98552826979989,-68.43864546934114,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17091619108037,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1148,vil,2017-09-16 19:10:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.96217576042611,-97.83808254643658,42.32130105035056,-93.15925781158396,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17091619477556,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,245,vil,2017-09-16 19:47:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,31.10070565041854,-101.95396315193872,34.627029975825714,-97.92352934773731,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,252.0,0.0
S723476,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,584,vil,2017-09-11 19:00:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,120819.0,723476.0,Funnel Cloud,28.31018684681868,-97.40964159439586,31.67729867812559,-93.33367797727594,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,59.0,0.0
R17091722207745,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,41,vil,2017-09-17 22:20:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,34.32246791606719,-96.67212939502184,37.64369395324058,-92.24794133460745,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S722186,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,593,vil,2017-09-29 02:45:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,120547.0,722186.0,Hail,29.98240108667648,-110.12047846520956,33.782884191932744,-106.47136280797211,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17092820578200,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,726,vil,2017-09-28 20:57:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,40.52080150419087,-92.74445486237155,43.663902174881045,-87.68716924017694,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,136.0,0.0
R17092703527705,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,229,vil,2017-09-27 03:52:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,33.68120071400885,-97.5140098186813,37.036876709790384,-93.16393813555656,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,180.0,0.0
R17091815007800,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1811,vil,2017-09-18 15:00:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,35.13931099039977,-94.75586776472645,38.38158707496987,-90.1972593404024,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17092813128017,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,235,vil,2017-09-28 13:12:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.18182527328542,-92.20557936944076,41.308250294115936,-87.31465064661987,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,201.0,0.0
R17091815007896,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1812,vil,2017-09-18 15:00:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,36.514610641193656,-88.815746568264,39.49882317858538,-83.90311556917392,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,242.0,0.0
R17090410207934,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,935,vil,2017-09-04 10:20:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,37.03530182072962,-88.23026328670862,39.99096608322779,-83.2518992785017,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,214.0,0.0
S722061,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,285,vil,2017-09-19 20:07:00,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,120529.0,722061.0,Tornado,42.45678776706109,-124.32154199469666,46.67666721916357,-121.03155145540327,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,249.0,0.0
R17090414108459,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1246,vil,2017-09-04 14:10:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,43.06012759067071,-83.03661784997634,45.73715100586208,-77.25460358307632,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,251.0,0.0
R17091906058144,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,487,vil,2017-09-19 06:05:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,39.74137002511976,-90.75068384852692,42.79901578462477,-85.66338569866228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17091619107773,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1152,vil,2017-09-16 19:10:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,35.08419554957238,-99.57116500248108,38.51622665580797,-95.22940937958089,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S719090,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,67,vil,2017-09-25 22:50:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,119997.0,719090.0,Thunderstorm Wind,30.36147522361274,-104.47521469708492,33.977177799276824,-100.57993299317953,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S716062,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,598,vil,2017-09-06 17:59:00,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,119254.0,716062.0,Thunderstorm Wind,32.256762919462936,-82.85099714625913,34.99436470958773,-78.01503577245751,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17091404427500,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1878,vil,2017-09-14 04:42:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,29.60441742607799,-96.80333164782388,32.94422479624746,-92.64307909868386,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,231.0,0.0
R17092706477986,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,831,vil,2017-09-27 06:47:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.533963962665744,-99.86263259484438,41.97334077159268,-95.31563999172693,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,174.0,0.0
R17092706478013,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,829,vil,2017-09-27 06:47:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.24015983164272,-94.05948965607412,41.44539053943883,-89.25078336339745,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,167.0,0.0
R17092714327570,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1015,vil,2017-09-27 14:32:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,31.34386881204108,-101.40694194145418,34.85010426440552,-97.34272152037646,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,194.0,0.0
R17092415177580,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1287,vil,2017-09-24 15:17:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,31.638318725268093,-102.04111526941352,35.166846455036065,-97.98900218913992,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,229.0,0.0
R17090813008338,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1373,vil,2017-09-08 13:00:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,42.03519973087656,-80.03443280012428,44.56628198205639,-74.2272622047462,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,211.0,0.0
S718295,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,372,vil,2017-10-06 02:30:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,119715.0,718295.0,Flash Flood,32.62998335144389,-106.20624818351747,36.30233983891953,-102.28674506446376,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17101218227484,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1568,vil,2017-10-12 18:22:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,30.24883369003272,-86.00194970158329,33.14202102512856,-81.4110184154258,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S721205,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,586,vil,2017-10-04 15:43:00,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,120388.0,721205.0,Flash Flood,34.561085777063845,-98.82959454321066,37.96567648158639,-94.48539811537071,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,225.0,0.0
R17102921028155,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,67,vil,2017-10-29 21:02:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,40.52758388422689,-76.58655195978437,42.89071302019028,-70.79402957056291,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,202.0,0.0
R17100811528160,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,151,vil,2017-10-08 11:52:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,40.49371559773744,-77.273137978769,42.89331375131649,-71.51243514828205,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,199.0,0.0
R17102207077613,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,892,vil,2017-10-22 07:07:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,32.1655505713731,-88.90936928719614,35.17447868283406,-84.30494870096706,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,98.0,0.0
R17102709558023,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,142,vil,2017-10-27 09:55:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.791353681284015,-98.1153789321664,42.16177318168131,-93.46278848900906,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,122.0,0.0
R17101221177482,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1125,vil,2017-10-12 21:17:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,30.23542439392257,-85.87771507797156,33.123224490914524,-81.28321327064798,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17102107357544,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,133,vil,2017-10-21 07:35:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,30.633989199613957,-99.74199152253684,34.08101520407538,-95.64482092354488,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,169.0,0.0
R17100406258258,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,919,vil,2017-10-04 06:25:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,41.152096255201286,-91.98845389510448,44.26029348055282,-86.8376579671135,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,245.0,0.0
R17100722127619,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1318,vil,2017-10-07 22:12:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,32.05691345702863,-92.36851315986128,35.211977406800706,-87.90429407347223,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,227.0,0.0
R17100416507582,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,679,vil,2017-10-04 16:50:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,31.709932419345463,-102.29803921528908,35.24753286196972,-98.25320589491176,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,216.0,0.0
R17100306558004,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1205,vil,2017-10-03 06:55:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,38.90179156899613,-100.4155342859248,42.362311818995344,-95.87132274876816,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17103018058107,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,647,vil,2017-10-30 18:05:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,39.298561841126414,-85.0882957942452,42.09747947028009,-79.77990584379856,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,125.0,0.0
S719679,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,523,vil,2017-10-23 07:28:00,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,120106.0,719679.0,Tornado,33.03290264893473,-89.3885397728093,36.05820353560416,-84.74651405390759,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,220.0,0.0
R17100923177834,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,626,vil,2017-10-09 23:17:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,35.59370641647961,-91.7795674804203,38.71059649694451,-87.06161656391666,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S724636,vil/2017/SEVIR_VIL_STORMEVENTS_2017_0701_1231.h5,455,vil,2017-10-12 22:05:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,121040.0,724636.0,Tornado,43.59829429227327,-124.27776908868135,47.82234669153485,-120.94890927767784,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,229.0,0.0
R17100205157476,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,394,vil,2017-10-02 05:15:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,29.08221937979829,-96.89194242063108,32.427154562796346,-92.76051153251932,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,204.0,0.0
R17101117228192,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1175,vil,2017-10-11 17:22:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,40.78030842861861,-77.66229718078209,43.197910750245896,-71.88764472920299,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,200.0,0.0
R17100923177805,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,620,vil,2017-10-09 23:17:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,35.6404131054141,-99.68179960437742,39.0758633702568,-95.31197073989028,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
R17100605558100,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,1224,vil,2017-10-06 05:55:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,39.36343336085598,-93.75247312431786,42.55289068205311,-88.84125820065519,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,207.0,0.0
R17100416507991,vil/2017/SEVIR_VIL_RANDOMEVENTS_2017_0901_1231.h5,684,vil,2017-10-04 16:50:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,,,,37.83023593084,-92.0164233173169,40.94961729012545,-87.14412165922168,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,202.0,0.0
